wavelengths 1 3 5 7 9 11
3023.1818166596686 8.635642000579861e-05 2.033993496756724e-05 1.0822504712525341e-05 6.753746074811112e-06 4.426205916935025e-06 3.0493831513322588e-06
3023.6857431997164 7.719972889843415e-05 1.7434208509365182e-05 9.108909130264348e-06 5.623430660915536e-06 3.65534247290021e-06 2.509786964375915e-06
3024.189753733599 7.13732613128617e-05 1.4927172732022792e-05 7.5365268564385706e-06 4.549989629097295e-06 2.9019941974861778e-06 1.9694500743069015e-06
3024.6938482613195 7.552999499599356e-05 1.5593156803241945e-05 7.898925827095452e-06 4.790758973210951e-06 3.0724248090761674e-06 2.094389260841006e-06
3025.1980268128705 6.678622315809668e-05 1.2306059087454365e-05 5.992336099500326e-06 3.5485857589597108e-06 2.2321892797957076e-06 1.5031615406679152e-06
3025.7022893982507 5.694868964546118e-05 9.081476618634876e-06 4.053685333773423e-06 2.249472550408387e-06 1.33082060366617e-06 8.576552316151656e-07
3026.20663602746 6.004220777817594e-05 1.042955115173231e-05 4.7702681923304755e-06 2.690240356036461e-06 1.6173260237435567e-06 1.0575059301195927e-06
3026.711066720493 6.817645328843998e-05 1.4138772816127064e-05 7.27120572488983e-06 4.503080158472379e-06 2.9705908573723033e-06 2.0933957453776715e-06
3027.21558148735 8.210019143557864e-05 1.901615574458388e-05 1.0419289887860864e-05 6.757676458982243e-06 4.65120397435064e-06 3.389281976843621e-06
3027.720180338028 8.2854370555383e-05 1.9198153111843226e-05 1.0565293967518964e-05 6.886923859208378e-06 4.767129873389312e-06 3.496193647383913e-06
3028.2248632825267 8.155072852333086e-05 1.90607670621987e-05 1.0562985372799577e-05 6.937356436473086e-06 4.84228261826156e-06 3.586015008317215e-06
3028.7296303508397 8.408480009572579e-05 1.978395091070215e-05 1.1046073730195611e-05 7.3045527452835065e-06 5.1349578711308e-06 3.828708957279469e-06
3029.2344815529664 7.758449409886014e-05 1.774866061481601e-05 9.904453524081278e-06 6.556530141168572e-06 4.615371873012807e-06 3.4438571276722326e-06
3029.739416888906 7.22693107444505e-05 1.6668159390260356e-05 9.338844147240777e-06 6.1936168967825455e-06 4.362800619002207e-06 3.2553737915188052e-06
3030.244436388655 7.273250927816769e-05 1.6400344455216038e-05 8.971885107826422e-06 5.83295989999628e-06 4.029473947288798e-06 2.9552199134586296e-06
3030.7495400622092 7.181392840845971e-05 1.562708034925921e-05 8.367517383176864e-06 5.353875931490575e-06 3.645691123619066e-06 2.6408463278346987e-06
3031.254727919569 6.208797887137396e-05 1.2107967878320979e-05 6.224553992398054e-06 3.87817836187127e-06 2.5808560585506898e-06 1.8381585322138794e-06
3031.7599999707327 6.907589491719006e-05 1.4460617486912124e-05 7.670810702381064e-06 4.892807446091757e-06 3.330191652266996e-06 2.41955181153887e-06
3032.265356245695 8.478134541788147e-05 2.0735683262872086e-05 1.1761741521065956e-05 7.867451321963667e-06 5.590072153094034e-06 4.2074372049321754e-06
3032.7707967444553 8.578541457307215e-05 2.1936028957654686e-05 1.2735332456892386e-05 8.665478115238333e-06 6.252576018574847e-06 4.767673590621608e-06
3033.2763214870106 8.062323643436149e-05 2.0563950015658293e-05 1.195679175215898e-05 8.149982081212547e-06 5.889119454193319e-06 4.498307448771021e-06
3033.781930473363 7.722680785366493e-05 1.906397103740679e-05 1.0901118225856286e-05 7.336372201000733e-06 5.237779368981039e-06 3.958716218693044e-06
3034.2876237435025 7.535856349070206e-05 1.7741947364070277e-05 9.991310659002278e-06 6.654446682817916e-06 4.707689033530157e-06 3.52980400715501e-06
3034.79340129743 7.840228328630899e-05 1.951091049200938e-05 1.1303285893711576e-05 7.685779202204292e-06 5.542289986435414e-06 4.223833522498238e-06
3035.299263145145 8.40700038342899e-05 2.155538119777389e-05 1.2523124549357356e-05 8.511216570264828e-06 6.126452681828966e-06 4.657628218151134e-06
3035.8052093066444 8.434913245502476e-05 2.0204016441907116e-05 1.13102094497651e-05 7.463147131657563e-06 5.2206874220310465e-06 3.8647903674207926e-06
3036.311239791925 7.99427924498429e-05 1.7721274264873425e-05 9.486788709337499e-06 6.032544738809076e-06 4.065725167263794e-06 2.9028247789535726e-06
3036.8173546209846 6.813730440861106e-05 1.3181205086122699e-05 6.628311358679847e-06 4.0278133670678945e-06 2.5998251715408657e-06 1.7881871593377194e-06
3037.323553793824 5.5851747827473196e-05 8.373878503567327e-06 3.7734234941673644e-06 2.137855511458321e-06 1.3012610413976896e-06 8.602127647338878e-07
3037.829837350434 5.472282088850765e-05 8.751113079238113e-06 4.0904615966248444e-06 2.384029935681653e-06 1.4927512033368036e-06 1.011696283780033e-06
3038.336205280818 6.29457506156619e-05 1.304054164806842e-05 6.88002869446819e-06 4.346382458469327e-06 2.91833519400694e-06 2.083569911385952e-06
3038.8426576049733 7.158839358727027e-05 1.6247944641775398e-05 8.98251951351096e-06 5.8703721680170385e-06 4.068187262873245e-06 2.9830349801213484e-06
3039.3491943428944 7.558751591156623e-05 1.6813441165763453e-05 9.262518877122008e-06 6.050530480211038e-06 4.196669070577082e-06 3.083457081136427e-06
3039.8558155145793 7.804593153442127e-05 1.7381012143841124e-05 9.490847517073217e-06 6.152769944303492e-06 4.236386306875757e-06 3.092181343117103e-06
3040.3625211100307 7.417392933697895e-05 1.61082324607385e-05 8.618351224870633e-06 5.501035189665651e-06 3.7326423097563883e-06 2.689909305268667e-06
3040.86931116924 7.059972762999289e-05 1.5505154905611577e-05 8.313435837695136e-06 5.309118020055522e-06 3.60096550112062e-06 2.592562250730304e-06
3041.3761856922083 6.935537943937379e-05 1.5621275477152403e-05 8.393243055049214e-06 5.354129461943119e-06 3.6229167597205946e-06 2.6025134695587865e-06
3041.8831446989325 6.238350828881859e-05 1.2960286494156992e-05 6.697735469108149e-06 4.1455518619182374e-06 2.7234397141036653e-06 1.9071632855136713e-06
3042.390188189412 6.156569489084567e-05 1.2552738446446502e-05 6.579968203605835e-06 4.1257956909188535e-06 2.745371264459695e-06 1.9415892626343946e-06
3042.8973162036386 6.859331894776773e-05 1.5003536998341156e-05 8.202129361445362e-06 5.325076901011792e-06 3.669877377430001e-06 2.682063342168313e-06
3043.404528731618 7.546585735889853e-05 1.7157890790569246e-05 9.549575008479304e-06 6.297901260467128e-06 4.411520331006191e-06 3.276641738975416e-06
3043.9118258033413 7.311107628930705e-05 1.648351065234086e-05 9.169439755995942e-06 6.049868445278303e-06 4.241214854497294e-06 3.152665631643219e-06
3044.419207418811 7.340053485729446e-05 1.701842052930199e-05 9.53185227508867e-06 6.3063021295200025e-06 4.4264561563922056e-06 3.2899037286920086e-06
3044.926673608021 7.184940624754782e-05 1.715542186597773e-05 9.704779841014478e-06 6.457566377073076e-06 4.551217475270674e-06 3.3929243086894753e-06
3045.434224370971 7.916657679964257e-05 1.9293628400359912e-05 1.0911960682610968e-05 7.245882902741199e-06 5.092926043151691e-06 3.7825458926686718e-06
3045.9418597276585 8.621299227834237e-05 2.102744842376146e-05 1.1730271962845893e-05 7.685060979002914e-06 5.327239613232895e-06 3.898445576236707e-06
3046.4495796980787 7.939684424526208e-05 1.812984472028199e-05 9.828813518633742e-06 6.304819439608349e-06 4.285013703337943e-06 3.0804653824519327e-06
3046.957384282234 6.65613231511762e-05 1.2138394757596249e-05 5.9346701051980935e-06 3.5517695271993455e-06 2.274085079731295e-06 1.5651811856799941e-06
3047.4652735101167 6.0869526466558766e-05 9.752359357449287e-06 4.296790469170858e-06 2.362161613941233e-06 1.3908167773649226e-06 8.958380889803654e-07
3047.9732473817294 6.58288220032585e-05 1.2665967464404335e-05 6.02668019122367e-06 3.4778543181837014e-06 2.1268795046908283e-06 1.3989201465582333e-06
3048.481305927064 7.073072056719437e-05 1.5687178225788156e-05 8.175136776136543e-06 5.056230257681375e-06 3.3036913601893544e-06 2.289708240103681e-06
3048.9894491361256 7.185514959780113e-05 1.6818442276585395e-05 9.294125680394105e-06 6.048207109089556e-06 4.164467080189928e-06 3.02851067877691e-06
3049.497677048905 8.125138155677386e-05 1.9787094541907115e-05 1.1139615831466747e-05 7.3677687453178224e-06 5.159413349331996e-06 3.816814823947871e-06
3050.0059896654034 8.063623386354004e-05 1.9145029057453367e-05 1.0520734262361248e-05 6.841450416657586e-06 4.720061719916819e-06 3.4560331850493986e-06
3050.514387005617 7.121017930053226e-05 1.551159462251185e-05 8.017489874558073e-06 4.970058020019114e-06 3.275614908023298e-06 2.310714831021478e-06
3051.022869079544 7.710029944109965e-05 1.770010416033667e-05 9.329307722463606e-06 5.8511827732877185e-06 3.889429103770786e-06 2.758085841985156e-06
3051.5314358971837 9.352357153522468e-05 2.40792778151363e-05 1.3579286552306114e-05 8.976193766020427e-06 6.272262702663728e-06 4.641712166734166e-06
3052.0400874785314 0.00010035498104998934 2.683732818212746e-05 1.5600773435699702e-05 1.0585411692819824e-05 7.588621558594368e-06 5.749236718856159e-06
3052.5488238435837 9.25408528549558e-05 2.385284149711548e-05 1.3768110592683085e-05 9.325196597318026e-06 6.683997085377484e-06 5.072835378207565e-06
3053.0576449923415 7.810336841379046e-05 1.828304109761954e-05 1.0189884633768837e-05 6.745585989263824e-06 4.743686353894964e-06 3.5471733773367002e-06
3053.5665509547994 6.847234660470055e-05 1.3868273974749432e-05 7.146513457329715e-06 4.465864386024861e-06 2.982437838248257e-06 2.1380248890300443e-06
3054.0755417309574 6.752411103836162e-05 1.3098478963299873e-05 6.38115655381386e-06 3.7829551135110316e-06 2.390771028754564e-06 1.6289185448179659e-06
3054.584617340813 7.030910062965162e-05 1.4545157434965557e-05 7.377817482741496e-06 4.5100964054517275e-06 2.9351854628243476e-06 2.0476409190324418e-06
3055.0937778043603 7.280346715278674e-05 1.6435873036706328e-05 8.915585109410689e-06 5.745106781317954e-06 3.930734260748613e-06 2.857973515647722e-06
3055.603023121602 7.804549298173364e-05 1.8451139938635935e-05 1.0386472324355625e-05 6.8934426830518146e-06 4.851565145298744e-06 3.6142302110438764e-06
3056.1123533225314 8.107977071371687e-05 1.8933656834473953e-05 1.0562452168920363e-05 6.968397651062656e-06 4.88128471974139e-06 3.6212828281458797e-06
3056.6217684071494 6.874993699850908e-05 1.49868603110733e-05 8.02631047444209e-06 5.128257632598283e-06 3.4825035306661986e-06 2.5123237926426337e-06
3057.13126840545 5.339000721652752e-05 9.800253622881293e-06 4.913352625025802e-06 2.9998557552130207e-06 1.9525716218680318e-06 1.3602740128122814e-06
3057.6408533174344 4.666302989244975e-05 7.062200444974128e-06 3.316274981107002e-06 1.9430099635393594e-06 1.2188575963718055e-06 8.253311690358168e-07
3058.1505231630986 5.5842447577359986e-05 9.54353482261917e-06 4.524133367635658e-06 2.6301186178725165e-06 1.6259002094123712e-06 1.0813426718476272e-06
3058.660277952441 6.18244904462002e-05 1.0559826179088769e-05 4.7973504753545045e-06 2.689942558735535e-06 1.6068336538998959e-06 1.0414198402242866e-06
3059.170117705458 5.500973981847881e-05 8.781126121184061e-06 3.944401279164606e-06 2.217987679577853e-06 1.3388462645979116e-06 8.798946471662428e-07
3059.680042432148 5.776996857126921e-05 1.0815150750310984e-05 5.4100361713117385e-06 3.2933326307688534e-06 2.136617651033023e-06 1.4797958871975567e-06
3060.1900521525076 6.935880071745005e-05 1.3831367250297127e-05 7.200986159604889e-06 4.512701278055509e-06 3.0087816823348712e-06 2.1307353603288954e-06
3060.7001468665367 7.311804061099504e-05 1.4498329151890864e-05 7.638161657412695e-06 4.850901721097969e-06 3.2856710850211222e-06 2.3681085290808672e-06
3061.2103266042304 7.628813236220758e-05 1.627778313796584e-05 8.793831943069502e-06 5.68402134639679e-06 3.91433410208227e-06 2.865492567801537e-06
3061.7205913755874 7.680545641679269e-05 1.720325075452173e-05 9.407182405690089e-06 6.132489145210793e-06 4.258032390355092e-06 3.1431051563602318e-06
3062.2309411906053 8.032238769533037e-05 1.929503603358233e-05 1.0874481282157966e-05 7.2552038749750915e-06 5.150520150339213e-06 3.879803805592469e-06
3062.7413760692807 8.171140305568496e-05 1.937861521763553e-05 1.093502132894246e-05 7.323694991573283e-06 5.225378985063288e-06 3.9570363431517694e-06
3063.251896021611 7.377562447315189e-05 1.5645151723770714e-05 8.411072999267135e-06 5.4621509090496155e-06 3.7971273484066683e-06 2.815516001491618e-06
3063.7625010675947 7.052894591573936e-05 1.3704874564070551e-05 7.02030357765187e-06 4.412136008733929e-06 2.978484863878095e-06 2.152987783216455e-06
3064.273191207231 7.324702306302016e-05 1.4114300643775585e-05 7.1549865735138665e-06 4.460151896052938e-06 2.9871665659860947e-06 2.1441203910797015e-06
3064.7839664705148 7.750482407816254e-05 1.6394892212066532e-05 8.681103213686836e-06 5.574902640241105e-06 3.835328595725266e-06 2.816978777019301e-06
3065.294826857447 7.951005980071149e-05 1.8613416451577666e-05 1.0385778242140646e-05 6.908075004065984e-06 4.899949138882535e-06 3.690389081100466e-06
3065.8057723980205 7.099974086648202e-05 1.633472320895488e-05 9.148608115448108e-06 6.101189450771657e-06 4.335023110849834e-06 3.2705035948205644e-06
3066.3168030922366 5.3647540597335766e-05 1.0770917095389695e-05 5.698505591790659e-06 3.640186713412572e-06 2.4815273508595777e-06 1.8067685232595363e-06
3066.8279189600917 5.3191456434739166e-05 1.0027682169264008e-05 4.992970019730556e-06 3.019710231817111e-06 1.943126194385435e-06 1.3390559195869554e-06
3067.339120021581 6.182880112549472e-05 1.1127037506568564e-05 5.260589273298339e-06 3.0650706631265964e-06 1.9073464159928286e-06 1.2785137747202723e-06
3067.850406286705 7.13452563484063e-05 1.2854182904927955e-05 6.175058141722176e-06 3.677427737287479e-06 2.353268582551384e-06 1.6235004873232565e-06
3068.3617777654613 7.840783370057198e-05 1.5974269809264706e-05 8.279098121151115e-06 5.229312228562165e-06 3.540996958717581e-06 2.5660452570357874e-06
3068.8732344678483 8.800933059358273e-05 2.0173789115456503e-05 1.0950775989365387e-05 7.142164042033604e-06 4.9781614604487085e-06 3.698088145781404e-06
3069.38477642386 9.140289265318876e-05 2.1219402272004012e-05 1.1632021255768567e-05 7.656593019566501e-06 5.3847749111351626e-06 4.0358867690569125e-06
3069.896403633498 8.926770960003235e-05 2.0389825989348585e-05 1.1065577948876294e-05 7.240354716041725e-06 5.068152617289007e-06 3.7895339887356137e-06
3070.408116116756 8.151633288661866e-05 1.852359907445516e-05 1.0009159363069157e-05 6.528382734910852e-06 4.560609881015405e-06 3.4095621363012737e-06
3070.9199138936324 7.76457822248318e-05 1.877090738994777e-05 1.0588872733070746e-05 7.115778050641734e-06 5.099576633225443e-06 3.889722353554093e-06
3071.4317969641284 7.870821936924508e-05 1.9681647668606074e-05 1.1399080381896958e-05 7.795515209838702e-06 5.66748952481211e-06 4.36857014984807e-06
3071.9437653582368 7.150095415028503e-05 1.6125562053960715e-05 9.028658736725802e-06 6.050411930433123e-06 4.32982861284095e-06 3.2979754026739692e-06
3072.4558190759585 6.617749914333518e-05 1.3744207057247747e-05 7.433658776404462e-06 4.8597908921601435e-06 3.403430223686482e-06 2.5438135027482543e-06
3072.9679581472888 7.007330291313379e-05 1.5241640669488529e-05 8.319161264392596e-06 5.449270746227227e-06 3.814856977756764e-06 2.8433588747807423e-06
3073.4801825722257 7.861205842821898e-05 1.7581182761830158e-05 9.58452479320457e-06 6.25141176723451e-06 4.35361843300759e-06 3.2284085367501924e-06
3073.992492360771 8.19779684229828e-05 1.8154886576909498e-05 9.81240496170231e-06 6.359880829655544e-06 4.4039906414627925e-06 3.252812359283909e-06
3074.5048875529137 8.342956514683724e-05 1.9306530447050164e-05 1.0696832478432911e-05 7.070073266677689e-06 4.986024540138174e-06 3.7413106362895422e-06
3075.01736812866 7.416475667685228e-05 1.6267411943212688e-05 8.877392896691516e-06 5.824301671353209e-06 4.086304167963455e-06 3.055025450528954e-06
3075.529934138 6.311670221977564e-05 1.123917705698365e-05 5.572234651923435e-06 3.42521578221553e-06 2.2707123421020313e-06 1.6225976567471077e-06
3076.0425855609387 6.812707559481679e-05 1.2786908537822241e-05 6.480638418540995e-06 4.026807891664066e-06 2.6873728571859487e-06 1.925533950594764e-06
3076.5553224374676 7.877049451038125e-05 1.7879987158824217e-05 9.748800614993754e-06 6.3479212566168025e-06 4.408331301046013e-06 3.2581073027915483e-06
3077.068144767587 7.707424932499832e-05 1.807798404609377e-05 1.0053857388614745e-05 6.658370024538128e-06 4.702406315971681e-06 3.532249439781278e-06
3077.5810525712945 7.34766937259255e-05 1.6586087328636777e-05 9.272281136116339e-06 6.195684097398234e-06 4.4177158976652085e-06 3.3519771743696768e-06
3078.0940458685845 7.310836869874966e-05 1.625907869615832e-05 9.078265565154874e-06 6.072251937482825e-06 4.335485390466187e-06 3.293380140133396e-06
3078.6071246594597 7.294894314592654e-05 1.6739809641034778e-05 9.460749022710901e-06 6.391315218914167e-06 4.608470877377981e-06 3.5329413508976524e-06
3079.120288963915 8.738919480209363e-05 2.2288425956315136e-05 1.3007273413419945e-05 8.964261483338694e-06 6.568442452028556e-06 5.102145176168161e-06
3079.633538801947 9.035272522398402e-05 2.2774582754119387e-05 1.3117391945320671e-05 8.94000601864125e-06 6.479666468737714e-06 4.985485549382073e-06
3080.146874183554 8.20703605033968e-05 1.9388304994910612e-05 1.0776223759323637e-05 7.133430065307082e-06 5.029105875487569e-06 3.774235348756568e-06
3080.6602951287323 8.071912941578081e-05 1.8780002767236052e-05 1.0348207480696835e-05 6.800275214073649e-06 4.7572348057200575e-06 3.5441141532236765e-06
3081.173801637483 8.225979904310277e-05 1.836211228328677e-05 9.91335133588181e-06 6.452126814288395e-06 4.484065492417666e-06 3.329099212260014e-06
3081.6873937397995 7.69912479740023e-05 1.552330244834905e-05 7.907360767626543e-06 4.9335877031305655e-06 3.301053418144332e-06 2.37392405522152e-06
3082.2010714356834 7.182454875371237e-05 1.4216849497328026e-05 7.193830139231561e-06 4.425167598496361e-06 2.9032556540254517e-06 2.0405214088999746e-06
3082.7148347551274 7.383825080098746e-05 1.5372797540892985e-05 8.039030576224014e-06 5.0592800943434735e-06 3.38951653397989e-06 2.4208106692062083e-06
3083.228683698134 7.131425250898177e-05 1.4230955120331838e-05 7.264321326895182e-06 4.503934766086299e-06 2.983702630679961e-06 2.114725453039706e-06
3083.742618284697 7.39247815342918e-05 1.5685918274830734e-05 8.137839633052716e-06 5.0816418211083674e-06 3.3812945687180094e-06 2.4031999909331744e-06
3084.2566385248174 8.914445847252166e-05 2.1707764195780692e-05 1.2019254588749594e-05 7.87428590684664e-06 5.48020094510473e-06 4.048289728690918e-06
3084.7707444484877 9.744632562753026e-05 2.4567997505582356e-05 1.3922573429244499e-05 9.325889794256947e-06 6.6372494891334035e-06 5.00899552066611e-06
3085.284936045712 9.978484398545618e-05 2.554043700898671e-05 1.4729543923378222e-05 1.0055079174445777e-05 7.289042550590162e-06 5.607447244361216e-06
3085.7992133564803 0.00010154516175821535 2.6769132656512495e-05 1.5724118452330864e-05 1.09011898213064e-05 8.010673136804609e-06 6.244996656570505e-06
3086.313576370797 9.134422810551923e-05 2.2702332577405804e-05 1.300773524751725e-05 8.85793675194232e-06 6.4114579599171215e-06 4.9350839017619565e-06
3086.828025128653 8.166152266388171e-05 1.9200897143985667e-05 1.0824979706408014e-05 7.275825431100536e-06 5.2045589519076415e-06 3.959237010148373e-06
3087.3425596200514 7.47149569142117e-05 1.64383301158831e-05 9.130056858477617e-06 6.097546343352341e-06 4.347533337202352e-06 3.3020368839153834e-06
3087.857179864989 6.296661133570711e-05 1.216286713657123e-05 6.498682154282031e-06 4.240968562877143e-06 2.971782309687828e-06 2.2295394686523204e-06
3088.3718858934594 6.906936925537482e-05 1.4210198365719278e-05 7.735797890856933e-06 5.086935483578975e-06 3.5786758497436273e-06 2.687418969584175e-06
3088.886677705463 8.118754023776817e-05 1.8498997690273548e-05 1.0297042748124244e-05 6.849860995251074e-06 4.8582461211130664e-06 3.667213600939605e-06
3089.401555311 7.380891163062007e-05 1.536805259654831e-05 8.273279160953106e-06 5.400898779211872e-06 3.776040894318181e-06 2.8196985585737076e-06
3089.9165187400617 7.205987517093562e-05 1.3437891813182625e-05 6.7928776808445225e-06 4.2463656352870075e-06 2.8589343242152745e-06 2.070371797799072e-06
3090.43156799265 7.768171116385342e-05 1.5207123467183672e-05 7.708969528472974e-06 4.808199097599876e-06 3.221762026586477e-06 2.3249247791360747e-06
3090.9467030887613 7.029830812316982e-05 1.2855456562450076e-05 6.352643201302319e-06 3.902962437519206e-06 2.5844767982286327e-06 1.8520875651598327e-06
