wavelengths 1 3 5 7 9 11
3010.48414601 6.764206155823251e-05 1.300542773583729e-05 6.404784703019021e-06 3.827484766487663e-06 2.432891149225218e-06 1.6568274530066502e-06
3010.98593519 8.05197154033642e-05 1.8073536034722395e-05 9.661117026140834e-06 6.141603045589292e-06 4.145472879417893e-06 2.9698772556082886e-06
3011.487808 8.947562898810054e-05 2.204490880280973e-05 1.2344122450776289e-05 8.115800506966369e-06 5.652942912657418e-06 4.15932896575278e-06
3011.98976446 8.258276639164114e-05 1.9371164045812624e-05 1.0641157500268284e-05 6.91027782016978e-06 4.762543549672958e-06 3.477779668707886e-06
3012.49180459 7.119831040357347e-05 1.4360813658374531e-05 7.244963686306794e-06 4.427934676955559e-06 2.888413684839745e-06 2.0202229449226666e-06
3012.9939284 7.040752186047751e-05 1.3577707944649637e-05 6.603485528370901e-06 3.921944213122864e-06 2.4889034940681143e-06 1.7027837157059297e-06
3013.4961359 7.561670881545365e-05 1.572812477106001e-05 8.141504867474279e-06 5.0738765907335795e-06 3.3699506090746518e-06 2.392279105686728e-06
3013.99842712 7.646447384425647e-05 1.6320843983966393e-05 8.774794231241356e-06 5.635161986857395e-06 3.850682685203621e-06 2.7968957341200418e-06
3014.50080205 7.707391355040062e-05 1.6537201578017402e-05 8.922649952479714e-06 5.743712231620991e-06 3.931598009673557e-06 2.85844133323558e-06
3015.00326072 7.912646292724806e-05 1.7433489275055798e-05 9.48072706574396e-06 6.134174312040437e-06 4.217224771273611e-06 3.077098550004568e-06
3015.50580314 7.13033682100682e-05 1.527019830175975e-05 8.210020595151059e-06 5.2688781565628225e-06 3.5950595208431787e-06 2.606118640794804e-06
3016.00842933 6.676616495609915e-05 1.4271716620858497e-05 7.573437111731813e-06 4.7931777662978915e-06 3.2190249647817563e-06 2.2957302706336812e-06
3016.51113929 7.075148893419958e-05 1.587195809322161e-05 8.55850322589116e-06 5.469480319179034e-06 3.7037098007306076e-06 2.657024214912373e-06
3017.01393305 7.218796389691876e-05 1.589768760754459e-05 8.490417703572682e-06 5.389038507632056e-06 3.6269600164884254e-06 2.5884399422803695e-06
3017.51681061 7.358289222747307e-05 1.6318337713066393e-05 8.720627269309245e-06 5.5315690920336634e-06 3.717222033211115e-06 2.6448410982424393e-06
3018.01977199 6.207230949647093e-05 1.2539386070652222e-05 6.538709507116302e-06 4.084726591525861e-06 2.7070806327833203e-06 1.9050181703044033e-06
3018.5228172 5.380068825512903e-05 8.885388402968734e-06 4.276094773247864e-06 2.5304670684264465e-06 1.5964248520392424e-06 1.0821501175269496e-06
3019.02594626 6.0433568124774346e-05 9.948650683688176e-06 4.661473443739701e-06 2.6923485920507997e-06 1.6563240100638927e-06 1.0972480498716892e-06
3019.52915919 5.9810579489765145e-05 9.586859505466538e-06 4.392758899301018e-06 2.4913196084354005e-06 1.5053055085930055e-06 9.832754323106944e-07
3020.03245599 5.711049471773364e-05 9.168762577675117e-06 4.0906267118458576e-06 2.245845193810467e-06 1.3028320560803303e-06 8.207328097657665e-07
3020.53583668 6.263154225348531e-05 1.0301324556608524e-05 4.523083197580504e-06 2.4429832202823282e-06 1.3912569662004767e-06 8.612228014536114e-07
3021.03930127 5.468359990058609e-05 7.028457320764547e-06 2.8552680516535535e-06 1.4948486349138478e-06 8.427144752958658e-07 5.242492839232467e-07
3021.54284978 4.2821946178044215e-05 3.7476338535917027e-06 1.3999595730704398e-06 7.141556594059963e-07 3.994167794147056e-07 2.5107407197067285e-07
3022.04648223 4.742391287496003e-05 5.149503431738757e-06 2.0817804797703127e-06 1.0966023557592204e-06 6.207899920519405e-07 3.8794760768953313e-07
3022.55019862 6.525243613651637e-05 1.131130840724628e-05 5.101971974226338e-06 2.8083650068379388e-06 1.6258651248782523e-06 1.0157547920722885e-06
3023.05399896 7.987206871245594e-05 1.678388133831546e-05 8.13596328026183e-06 4.695730718475478e-06 2.837035933048418e-06 1.825623793049138e-06
3023.55788329 8.402469949013612e-05 1.887159545162942e-05 9.72075117864796e-06 5.90834246995498e-06 3.769248441039121e-06 2.5381793955281666e-06
3024.0618516 8.635642000579861e-05 2.033993496756724e-05 1.0822504712525341e-05 6.753746074811112e-06 4.426205916935025e-06 3.0493831513322588e-06
3024.56590391 7.719972889843415e-05 1.7434208509365182e-05 9.108909130264348e-06 5.623430660915536e-06 3.65534247290021e-06 2.509786964375915e-06
3025.07004024 7.13732613128617e-05 1.4927172732022792e-05 7.5365268564385706e-06 4.549989629097295e-06 2.9019941974861778e-06 1.9694500743069015e-06
3025.57426059 7.552999499599356e-05 1.5593156803241945e-05 7.898925827095452e-06 4.790758973210951e-06 3.0724248090761674e-06 2.094389260841006e-06
3026.07856499 6.678622315809668e-05 1.2306059087454365e-05 5.992336099500326e-06 3.5485857589597108e-06 2.2321892797957076e-06 1.5031615406679152e-06
3026.58295345 5.694868964546118e-05 9.081476618634876e-06 4.053685333773423e-06 2.249472550408387e-06 1.33082060366617e-06 8.576552316151656e-07
3027.08742598 6.004220777817594e-05 1.042955115173231e-05 4.7702681923304755e-06 2.690240356036461e-06 1.6173260237435567e-06 1.0575059301195927e-06
3027.5919826 6.817645328843998e-05 1.4138772816127064e-05 7.27120572488983e-06 4.503080158472379e-06 2.9705908573723033e-06 2.0933957453776715e-06
3028.09662332 8.210019143557864e-05 1.901615574458388e-05 1.0419289887860864e-05 6.757676458982243e-06 4.65120397435064e-06 3.389281976843621e-06
3028.60134815 8.2854370555383e-05 1.9198153111843226e-05 1.0565293967518964e-05 6.886923859208378e-06 4.767129873389312e-06 3.496193647383913e-06
3029.1061571 8.155072852333086e-05 1.90607670621987e-05 1.0562985372799577e-05 6.937356436473086e-06 4.84228261826156e-06 3.586015008317215e-06
3029.6110502 8.408480009572579e-05 1.978395091070215e-05 1.1046073730195611e-05 7.3045527452835065e-06 5.1349578711308e-06 3.828708957279469e-06
3030.11602746 7.758449409886014e-05 1.774866061481601e-05 9.904453524081278e-06 6.556530141168572e-06 4.615371873012807e-06 3.4438571276722326e-06
3030.62108888 7.22693107444505e-05 1.6668159390260356e-05 9.338844147240777e-06 6.1936168967825455e-06 4.362800619002207e-06 3.2553737915188052e-06
