O star,376.99618836347673,1.3576430109226048
OB transition star,388.0002744829091,1.3803111354708009
B star,570.0953307821762,1.5979483888705182
A star0,671.8047493737503,1.896567943966536
A star1,589.5592237136404,1.7891008204863128
FA transition star,783.7021896524503,1.8791712245400194
F star0,348.24073305093594,1.1789129097256328
F star1,186.02191486808755,0.9573066163220693
G star0,158.37072560706346,0.8332027561808548
G star1,144.05930809246055,0.901745384395206
K star,150.1555618752668,0.9454568674160159
M1 star,221.16063032426305,0.9335235506784907
M3 star0,394.53881859263555,1.3818752563523413
M5 star1,338.77818782229343,1.2707439514103913
M8 star,531.9514649332513,1.7528868123948738
L1 star,140.37442639379566,0.6986986475716382
Magnetic white dwarf,450.68142664423146,1.5539885411855445
Carbon star0,358.75960039812776,1.5678743738909031
Carbon star1,213.63576370884596,0.9246170807493634
Carbon star2,174.6136247968728,0.907850878380107
White dwarf,1932.6671877714075,3.8508612562173727
B white dwarf,642.6832682687491,1.8137977595531347
Low-metallicity K subdwarf,299.32744846992375,1.0976555536943864
Early-type galaxy,276.2891662044391,1.2203093084473753
Galaxy0,171.25267116013512,0.9768537646222102
Galaxy1,144.60987835480415,0.9244386480467921
Galaxy2,138.83879975785482,0.9087493223230463
Late-type galaxy,137.23087000744573,0.9013844008750131
Luminous Red Galaxy,457.7565261827268,2.0448660610648015
QSO,1981.5628402901555,2.9675210902244253
QSO with some BAL activity0,1281.0854142447567,2.4300404784367644
QSO with some BAL activity1,1516.8183454056634,2.566861564259772
High-luminosity QSO,2404.5691290424215,2.457676363681506
