wave,flux,uncertainty
4000.9216083802626,0.00039338301264731784,316.227783203125
4002.33247737427,0.0003711889331289176,316.227783203125
4003.743346368278,-3.975395855892842e-05,316.227783203125
4005.1542153622854,-0.0005355150100121841,316.227783203125
4006.5650843562926,-0.0003995656863975527,316.227783203125
4007.9759533503,5.833546103845705e-05,316.227783203125
4009.386822344308,0.0003417876363044324,316.227783203125
4010.7976913383154,0.00046081595268514415,316.227783203125
4012.208560332323,0.0005516120288913025,316.227783203125
4013.6194293263306,0.0006390138599303517,316.227783203125
4015.0302983203383,0.0007313743048669545,316.227783203125
4016.441167314346,0.0007250445003508105,316.227783203125
4017.852036308353,0.000802220848463861,316.227783203125
4019.2629053023607,0.0009444586238358359,316.227783203125
4020.6737742963683,0.0008326756486934858,316.227783203125
4022.084643290376,0.0005862576936006957,316.227783203125
4023.4955122843835,0.00033897136562365676,316.227783203125
4024.906381278391,0.0003379323831920276,316.227783203125
4026.3172502723987,0.0006434599390465791,316.227783203125
4027.7281192664063,0.0007468746032798703,316.227783203125
4029.1389882604135,0.0002697318211065704,316.227783203125
4030.549857254421,-0.0003780109427482456,316.227783203125
4031.9607262484287,-0.0006456637111853548,316.227783203125
4033.3715952424363,-0.0004989672441423933,316.227783203125
4034.782464236444,7.158440187738854e-06,316.227783203125
4036.1933332304516,0.0006908331015197978,316.227783203125
4037.604202224459,0.0011409940429207982,316.227783203125
4039.015071218467,0.0010893478313679424,316.227783203125
4040.425940212474,0.000836070806134584,316.227783203125
4041.8368092064816,0.0005956623833674457,316.227783203125
4043.247678200489,1.9558705015186237e-05,316.227783203125
4044.658547194497,-0.0008412542768198757,316.227783203125
4046.0694161885044,-0.000828642381164783,316.227783203125
4047.480285182512,9.320756748098374e-06,316.227783203125
4048.8911541765196,0.0006390491159388514,316.227783203125
4050.3020231705273,0.0008238818033285376,316.227783203125
4051.7128921645344,0.000680968675496614,316.227783203125
4053.123761158542,0.0003313563278543232,316.227783203125
4054.5346301525497,5.213171733569298e-05,316.227783203125
4055.9454991465573,-8.890836416200996e-05,316.227783203125
4057.356368140565,-0.00018581930581462562,316.227783203125
4058.7672371345725,3.3551372902364957e-06,316.227783203125
4060.17810612858,0.0002216783417495847,316.227783203125
4061.5889751225877,-0.00017381250699732842,316.227783203125
4062.999844116595,-0.0007778035447764658,316.227783203125
4064.4107131106025,-0.0006565064151182205,316.227783203125
4065.82158210461,-0.00020522797013592005,316.227783203125
4067.2324510986177,0.0003021257308126659,316.227783203125
4068.6433200926253,0.000723222035706815,316.227783203125
4070.054189086633,0.00024049797480177673,316.227783203125
4071.4650580806406,-0.0003290566040393562,316.227783203125
